
SetupTitle, Family
PrimitiveTest, I/V Sweep
DataValue, 1.98, 7.5000000000000007E-05, 0, -0.001294, 2.04152, 0.0012202
DataValue, 2, 7.5000000000000007E-05, 0, -0.0013104, 2.053, 0.0012386
DataValue, 2.02, 7.5000000000000007E-05, 0, -0.0013302000000000001, 2.0614, 0.001253
DataValue, 2.04, 7.5000000000000007E-05, 0, -0.0013436000000000001, 2.0694, 0.0012692
DataValue, 2.06, 7.5000000000000007E-05, 0, -0.0013536, 2.07672, 0.0012778
DataValue, 2.08, 7.5000000000000007E-05, 0, -0.0013608000000000001, 2.0818, 0.0012826
DataValue, 2.1, 7.5000000000000007E-05, 0, -0.0013654000000000001, 2.08608, 0.0012898
DataValue, 2.12, 7.5000000000000007E-05, 0, -0.0013684, 2.09016, 0.0012924
DataValue, 2.14, 7.5000000000000007E-05, 0, -0.0013702, 2.09264, 0.0012948
DataValue, 2.16, 7.5000000000000007E-05, 0, -0.0013712, 2.09556, 0.001296
DataValue, 2.18, 7.5000000000000007E-05, 0, -0.0013718, 2.098, 0.0012966
DataValue, 2.2, 7.5000000000000007E-05, 0, -0.0013722, 2.10136, 0.0012978
DataValue, 2.22, 7.5000000000000007E-05, 0, -0.001373, 2.10508, 0.0012974
DataValue, 2.24, 7.5000000000000007E-05, 0, -0.0013732, 2.10712, 0.0012980000000000001
DataValue, 2.2600000000000002, 7.5000000000000007E-05, 0, -0.001374, 2.11, 0.0013014
DataValue, 2.2800000000000002, 7.5000000000000007E-05, 0, -0.0013746000000000001, 2.11164, 0.001299
DataValue, 2.3000000000000003, 7.5000000000000007E-05, 0, -0.0013742000000000001, 2.11428, 0.0012996
DataValue, 2.32, 7.5000000000000007E-05, 0, -0.0013750000000000001, 2.11812, 0.0012994
DataValue, 2.34, 7.5000000000000007E-05, 0, -0.0013752, 2.12, 0.0013004
DataValue, 2.36, 7.5000000000000007E-05, 0, -0.0013762, 2.12196, 0.001301
DataValue, 2.38, 7.5000000000000007E-05, 0, -0.0013754, 2.1244799999999997, 0.0013006
DataValue, 2.4, 7.5000000000000007E-05, 0, -0.001377, 2.1269199999999997, 0.0013012
DataValue, 2.42, 7.5000000000000007E-05, 0, -0.0013766, 2.13008, 0.0013026000000000001
DataValue, 2.44, 7.5000000000000007E-05, 0, -0.0013774, 2.1348, 0.0013026000000000001
DataValue, 2.46, 7.5000000000000007E-05, 0, -0.0013772, 2.1362, 0.0013024
DataValue, 2.48, 7.5000000000000007E-05, 0, -0.0013782, 2.1389199999999997, 0.0013030000000000001
DataValue, 2.5, 7.5000000000000007E-05, 0, -0.001379, 2.1413599999999997, 0.0013036
DataValue, 2.52, 7.5000000000000007E-05, 0, -0.0013794, 2.1442799999999997, 0.0013042
DataValue, 2.54, 7.5000000000000007E-05, 0, -0.0013788000000000001, 2.14736, 0.0013044
DataValue, 2.56, 7.5000000000000007E-05, 0, -0.0013794, 2.1506, 0.0013042
DataValue, 2.58, 7.5000000000000007E-05, 0, -0.0013822, 2.15408, 0.001305
DataValue, 2.6, 7.5000000000000007E-05, 0, -0.0013804, 2.15704, 0.0013058
DataValue, 2.62, 7.5000000000000007E-05, 0, -0.001382, 2.15992, 0.0013066
DataValue, 2.64, 7.5000000000000007E-05, 0, -0.0013816, 2.16288, 0.001306
DataValue, 2.66, 7.5000000000000007E-05, 0, -0.0013812, 2.16508, 0.0013062
DataValue, 2.68, 7.5000000000000007E-05, 0, -0.0013818, 2.16756, 0.0013094
DataValue, 2.7, 7.5000000000000007E-05, 0, -0.001382, 2.17012, 0.0013068
DataValue, 2.72, 7.5000000000000007E-05, 0, -0.0013828, 2.1738399999999998, 0.0013064
DataValue, 2.74, 7.5000000000000007E-05, 0, -0.0013826, 2.17744, 0.0013076000000000001
DataValue, 2.7600000000000002, 7.5000000000000007E-05, 0, -0.0013828, 2.1797999999999997, 0.0013086
DataValue, 2.7800000000000002, 7.5000000000000007E-05, 0, -0.0013832, 2.18228, 0.0013084
DataValue, 2.8000000000000003, 7.5000000000000007E-05, 0, -0.0013842, 2.1859599999999997, 0.0013080000000000001
DataValue, 2.82, 7.5000000000000007E-05, 0, -0.0013848, 2.18832, 0.0013092
DataValue, 2.84, 7.5000000000000007E-05, 0, -0.0013854, 2.19164, 0.0013098
DataValue, 2.86, 7.5000000000000007E-05, 0, -0.0013858, 2.1951199999999997, 0.001311
DataValue, 2.88, 7.5000000000000007E-05, 0, -0.001387, 2.19856, 0.0013116
DataValue, 2.9, 7.5000000000000007E-05, 0, -0.0013876000000000001, 2.2001000000000004, 0.0013124
DataValue, 2.92, 7.5000000000000007E-05, 0, -0.0013874, 2.2035, 0.001312
DataValue, 2.94, 7.5000000000000007E-05, 0, -0.0013880000000000001, 2.2068000000000003, 0.0013126
DataValue, 2.96, 7.5000000000000007E-05, 0, -0.0013874, 2.2093000000000003, 0.0013128
DataValue, 2.98, 7.5000000000000007E-05, 0, -0.0013880000000000001, 2.2133000000000003, 0.0013132
DataValue, 3, 7.5000000000000007E-05, 0, -0.0013888, 2.2163000000000004, 0.001314
DataValue, 3.02, 7.5000000000000007E-05, 0, -0.0013892, 2.2192000000000003, 0.0013142
DataValue, 3.04, 7.5000000000000007E-05, 0, -0.0013898, 2.2225, 0.0013148
DataValue, 3.06, 7.5000000000000007E-05, 0, -0.0013896, 2.2261, 0.001315
DataValue, 3.08, 7.5000000000000007E-05, 0, -0.0013914, 2.2294, 0.0013166
DataValue, 3.1, 7.5000000000000007E-05, 0, -0.0013944, 2.233, 0.0013176
DataValue, 3.12, 7.5000000000000007E-05, 0, -0.0013926000000000001, 2.2361, 0.0013172
DataValue, 3.14, 7.5000000000000007E-05, 0, -0.001393, 2.2407000000000004, 0.001318
DataValue, 3.16, 7.5000000000000007E-05, 0, -0.0013936, 2.2437, 0.001319
DataValue, 3.18, 7.5000000000000007E-05, 0, -0.001394, 2.2464000000000004, 0.0013186
DataValue, 3.2, 7.5000000000000007E-05, 0, -0.0013946, 2.2499000000000002, 0.001322
DataValue, 3.22, 7.5000000000000007E-05, 0, -0.0013954, 2.2535000000000003, 0.0013202
DataValue, 3.24, 7.5000000000000007E-05, 0, -0.0013958, 2.257, 0.0013202
DataValue, 3.2600000000000002, 7.5000000000000007E-05, 0, -0.001396, 2.2603, 0.0013212
DataValue, 3.2800000000000002, 7.5000000000000007E-05, 0, -0.0013974, 2.2648, 0.0013222
DataValue, 3.3000000000000003, 7.5000000000000007E-05, 0, -0.0013982, 2.2676000000000003, 0.0013232
DataValue, 3.3200000000000003, 7.5000000000000007E-05, 0, -0.0013976, 2.2702, 0.0013226
DataValue, 3.34, 7.5000000000000007E-05, 0, -0.0013992, 2.274, 0.0013234
DataValue, 3.36, 7.5000000000000007E-05, 0, -0.0014004, 2.278, 0.0013252000000000001
DataValue, 3.38, 7.5000000000000007E-05, 0, -0.0014010000000000001, 2.282, 0.0013258
DataValue, 3.4, 7.5000000000000007E-05, 0, -0.0014010000000000001, 2.2857000000000003, 0.001326
DataValue, 3.42, 7.5000000000000007E-05, 0, -0.0014026, 2.29, 0.001327
DataValue, 3.44, 7.5000000000000007E-05, 0, -0.0014036, 2.2936, 0.001328
DataValue, 3.46, 7.5000000000000007E-05, 0, -0.0014042, 2.2975000000000003, 0.0013292
DataValue, 3.48, 7.5000000000000007E-05, 0, -0.0014054, 2.3011000000000004, 0.0013298000000000001
DataValue, 3.5, 7.5000000000000007E-05, 0, -0.0014064, 2.3048, 0.0013312
DataValue, 3.52, 7.5000000000000007E-05, 0, -0.0014062, 2.3084000000000002, 0.0013336
DataValue, 3.54, 7.5000000000000007E-05, 0, -0.0014074, 2.3131000000000004, 0.0013322
DataValue, 3.56, 7.5000000000000007E-05, 0, -0.0014086, 2.3162000000000003, 0.0013334
DataValue, 3.58, 7.5000000000000007E-05, 0, -0.0014094, 2.3196000000000003, 0.0013334
DataValue, 3.6, 7.5000000000000007E-05, 0, -0.0014104, 2.3236000000000003, 0.001335
DataValue, 3.62, 7.5000000000000007E-05, 0, -0.0014118, 2.3274000000000004, 0.001337
DataValue, 3.64, 7.5000000000000007E-05, 0, -0.001413, 2.3321, 0.0013378
DataValue, 3.66, 7.5000000000000007E-05, 0, -0.0014142, 2.3355, 0.0013390000000000001
DataValue, 3.68, 7.5000000000000007E-05, 0, -0.0014154, 2.3406000000000002, 0.0013402
DataValue, 3.7, 7.5000000000000007E-05, 0, -0.0014166, 2.3443, 0.001341
DataValue, 3.72, 7.5000000000000007E-05, 0, -0.0014176, 2.3471, 0.001342
DataValue, 3.74, 7.5000000000000007E-05, 0, -0.0014184, 2.3516000000000004, 0.001344
DataValue, 3.7600000000000002, 7.5000000000000007E-05, 0, -0.00142, 2.3566000000000003, 0.0013448
DataValue, 3.7800000000000002, 7.5000000000000007E-05, 0, -0.0014208, 2.3592000000000004, 0.0013468
DataValue, 3.8000000000000003, 7.5000000000000007E-05, 0, -0.001423, 2.3641, 0.0013474000000000001
DataValue, 3.8200000000000003, 7.5000000000000007E-05, 0, -0.0014248, 2.3691, 0.001349
DataValue, 3.84, 7.5000000000000007E-05, 0, -0.0014284, 2.3735000000000004, 0.001351
DataValue, 3.86, 7.5000000000000007E-05, 0, -0.0014274000000000001, 2.3776, 0.0013522
DataValue, 3.88, 7.5000000000000007E-05, 0, -0.0014294, 2.3827000000000003, 0.0013544
DataValue, 3.9, 7.5000000000000007E-05, 0, -0.001431, 2.3850000000000002, 0.0013564
DataValue, 3.92, 7.5000000000000007E-05, 0, -0.0014324000000000001, 2.3884000000000003, 0.0013574
DataValue, 3.94, 7.5000000000000007E-05, 0, -0.0014364, 2.3936, 0.0013596
DataValue, 3.96, 7.5000000000000007E-05, 0, -0.0014362, 2.398, 0.0013614
DataValue, 3.98, 7.5000000000000007E-05, 0, -0.001439, 2.4033, 0.0013638
DataValue, 4, 7.5000000000000007E-05, 0, -0.0014402, 2.4077, 0.0013652
DataValue, 0, 0.0001, 0, 5.36E-10, 0.23032, -9.9998E-05
DataValue, 0.02, 0.0001, 0, -2.3148E-09, 0.2496, -0.0001
DataValue, 0.04, 0.0001, 0, -3.5011E-09, 0.27052, -0.00010002000000000001
DataValue, 0.06, 0.0001, 0, -9.027E-10, 0.29047999999999996, -0.0001
DataValue, 0.08, 0.0001, 0, -1.7129E-09, 0.30968, -9.999600000000001E-05
DataValue, 0.1, 0.0001, 0, -7.5212E-09, 0.33027999999999996, -0.00010000200000000001
DataValue, 0.12, 0.0001, 0, -1.25812E-08, 0.35108, -0.000100006
DataValue, 0.14, 0.0001, 0, -1.8192599999999998E-08, 0.36916, -9.998E-05
DataValue, 0.16, 0.0001, 0, -3.2908E-08, 0.39055999999999996, -9.995E-05
DataValue, 0.18, 0.0001, 0, -6.447799999999999E-08, 0.40996, -9.9912E-05
DataValue, 0.2, 0.0001, 0, -1.1195999999999999E-07, 0.43023999999999996, -9.9914E-05
DataValue, 0.22, 0.0001, 0, -2.0976E-07, 0.45127999999999996, -9.9772E-05
DataValue, 0.24, 0.0001, 0, -3.7533999999999997E-07, 0.46631999999999996, -9.9618000000000007E-05
DataValue, 0.26, 0.0001, 0, -6.4956E-07, 0.48972, -9.9374E-05
DataValue, 0.28, 0.0001, 0, -1.02134E-06, 0.50856, -9.8972E-05
DataValue, 0.3, 0.0001, 0, -1.5812000000000002E-06, 0.52888, -9.841400000000001E-05
DataValue, 0.32, 0.0001, 0, -2.2423E-06, 0.54916, -9.7748E-05
DataValue, 0.34, 0.0001, 0, -3.0830000000000004E-06, 0.56875999999999993, -9.691200000000001E-05
DataValue, 0.36, 0.0001, 0, -4.0256E-06, 0.5878, -9.592E-05
DataValue, 0.38, 0.0001, 0, -5.1655000000000008E-06, 0.60792, -9.4940000000000009E-05
DataValue, 0.4, 0.0001, 0, -6.2151000000000009E-06, 0.62812, -9.3702E-05
DataValue, 0.42, 0.0001, 0, -7.6345000000000012E-06, 0.64776, -9.2384E-05
DataValue, 0.44, 0.0001, 0, -9.1416E-06, 0.66896, -9.0848000000000008E-05
DataValue, 0.46, 0.0001, 0, -1.0756400000000001E-05, 0.6886, -8.91E-05
DataValue, 0.48, 0.0001, 0, -1.2846E-05, 0.70892, -8.7172E-05
DataValue, 0.5, 0.0001, 0, -1.4704E-05, 0.7272, -8.5162000000000009E-05
DataValue, 0.52, 0.0001, 0, -1.7154000000000002E-05, 0.74732, -8.2850000000000008E-05
DataValue, 0.54, 0.0001, 0, -1.9776000000000002E-05, 0.76828, -8.0214E-05
DataValue, 0.56, 0.0001, 0, -2.2676E-05, 0.7872, -7.7528000000000007E-05
DataValue, 0.58, 0.0001, 0, -2.6102000000000002E-05, 0.80899999999999994, -7.3676E-05
DataValue, 0.6, 0.0001, 0, -2.9826000000000002E-05, 0.8296, -7.02E-05
DataValue, 0.62, 0.0001, 0, -3.3278E-05, 0.84915999999999991, -6.6632000000000008E-05
DataValue, 0.64, 0.0001, 0, -3.7838E-05, 0.86732, -6.204E-05
DataValue, 0.66, 0.0001, 0, -4.2512E-05, 0.89, -5.7792000000000005E-05
DataValue, 0.68, 0.0001, 0, -4.7324E-05, 0.90948, -5.2306000000000004E-05
DataValue, 0.70000000000000007, 0.0001, 0, -5.2604E-05, 0.92684, -4.7088E-05
DataValue, 0.72, 0.0001, 0, -5.8882E-05, 0.9492799999999999, -4.116E-05
DataValue, 0.74, 0.0001, 0, -6.4828E-05, 0.9672, -3.5784E-05
DataValue, 0.76, 0.0001, 0, -7.1134E-05, 0.9877999999999999, -2.858E-05
DataValue, 0.78, 0.0001, 0, -7.834E-05, 1.007, -2.1468000000000002E-05
DataValue, 0.8, 0.0001, 0, -8.4672E-05, 1.0236399999999999, -1.5276E-05
DataValue, 0.82000000000000006, 0.0001, 0, -9.267200000000001E-05, 1.043, -6.8979000000000005E-06
DataValue, 0.84, 0.0001, 0, -0.00010152, 1.0629199999999999, 5.4340000000000006E-07
DataValue, 0.86, 0.0001, 0, -0.00011048, 1.0822, 1.03351E-05
DataValue, 0.88, 0.0001, 0, -0.00011964000000000001, 1.10092, 1.9336E-05
DataValue, 0.9, 0.0001, 0, -0.00012864000000000002, 1.12004, 2.9838E-05
DataValue, 0.92, 0.0001, 0, -0.0001396, 1.1393199999999999, 4.053E-05
DataValue, 0.94000000000000006, 0.0001, 0, -0.00015006, 1.15944, 5.0824E-05
DataValue, 0.96, 0.0001, 0, -0.00016144, 1.17844, 6.137E-05
DataValue, 0.98, 0.0001, 0, -0.00017322, 1.19732, 7.3272E-05
DataValue, 1, 0.0001, 0, -0.0001852, 1.21684, 8.5956E-05
DataValue, 1.02, 0.0001, 0, -0.0001987, 1.23528, 9.8806E-05
DataValue, 1.04, 0.0001, 0, -0.00021126, 1.2540799999999999, 0.000112764
DataValue, 1.06, 0.0001, 0, -0.00022544, 1.27468, 0.0001261
DataValue, 1.08, 0.0001, 0, -0.00024082000000000002, 1.2924, 0.00014196
DataValue, 1.1, 0.0001, 0, -0.00025518000000000003, 1.31108, 0.00015508
DataValue, 1.12, 0.0001, 0, -0.00027032, 1.33168, 0.00017208000000000002
DataValue, 1.1400000000000001, 0.0001, 0, -0.00028736, 1.34948, 0.00018636000000000003
DataValue, 1.16, 0.0001, 0, -0.00030294, 1.3686399999999999, 0.00020302000000000002
DataValue, 1.18, 0.0001, 0, -0.00031892000000000004, 1.3892799999999999, 0.00022156
DataValue, 1.2, 0.0001, 0, -0.00033924000000000004, 1.40668, 0.00023846000000000002
DataValue, 1.22, 0.0001, 0, -0.00035696, 1.4265599999999998, 0.00025694
DataValue, 1.24, 0.0001, 0, -0.00037474000000000003, 1.4439199999999999, 0.00027514
DataValue, 1.26, 0.0001, 0, -0.00039506000000000003, 1.46272, 0.00029444000000000003
DataValue, 1.28, 0.0001, 0, -0.00041454, 1.4816399999999999, 0.00031254000000000004
DataValue, 1.3, 0.0001, 0, -0.00043544000000000005, 1.50088, 0.00033608
DataValue, 1.32, 0.0001, 0, -0.00045582, 1.51864, 0.00035486000000000003
DataValue, 1.34, 0.0001, 0, -0.00047664, 1.53656, 0.0003769
DataValue, 1.36, 0.0001, 0, -0.00049728, 1.5555599999999998, 0.00039978
DataValue, 1.3800000000000001, 0.0001, 0, -0.00052052, 1.57416, 0.00042140000000000005
DataValue, 1.4000000000000001, 0.0001, 0, -0.00054402, 1.59328, 0.00044304
DataValue, 1.42, 0.0001, 0, -0.0005655, 1.6099599999999998, 0.00046792000000000003
DataValue, 1.44, 0.0001, 0, -0.00059188, 1.62936, 0.00049264
DataValue, 1.46, 0.0001, 0, -0.00061594, 1.6463999999999999, 0.00051348000000000008
DataValue, 1.48, 0.0001, 0, -0.00064066, 1.66552, 0.0005402
DataValue, 1.5, 0.0001, 0, -0.0006656, 1.68396, 0.0005659
DataValue, 1.52, 0.0001, 0, -0.00069494, 1.7018, 0.00059136000000000008
DataValue, 1.54, 0.0001, 0, -0.0007203, 1.72044, 0.00061896
DataValue, 1.56, 0.0001, 0, -0.00074648, 1.73868, 0.00064514
DataValue, 1.58, 0.0001, 0, -0.0007739200000000001, 1.7566, 0.00067298
DataValue, 1.6, 0.0001, 0, -0.0008007, 1.77312, 0.00070358000000000009
DataValue, 1.62, 0.0001, 0, -0.00083202, 1.7911199999999998, 0.00073026
DataValue, 1.6400000000000001, 0.0001, 0, -0.00085728000000000009, 1.80948, 0.00076022
DataValue, 1.6600000000000001, 0.0001, 0, -0.0008888, 1.82808, 0.0007875
DataValue, 1.68, 0.0001, 0, -0.0009173, 1.84536, 0.00081626000000000008
DataValue, 1.7, 0.0001, 0, -0.00094798000000000007, 1.8638, 0.00084786000000000008
DataValue, 1.72, 0.0001, 0, -0.00098140000000000011, 1.88096, 0.00087952000000000006
DataValue, 1.74, 0.0001, 0, -0.0010111200000000001, 1.8987999999999998, 0.00091038
DataValue, 1.76, 0.0001, 0, -0.0010450000000000001, 1.9158, 0.00094512
DataValue, 1.78, 0.0001, 0, -0.00107558, 1.92796, 0.00096808000000000007
DataValue, 1.8, 0.0001, 0, -0.00110928, 1.95048, 0.00101158
DataValue, 1.82, 0.0001, 0, -0.00114612, 1.97004, 0.0010422600000000002
DataValue, 1.84, 0.0001, 0, -0.0011736000000000001, 1.98576, 0.0010763
DataValue, 1.86, 0.0001, 0, -0.0012112, 2.00384, 0.0011026
DataValue, 1.8800000000000001, 0.0001, 0, -0.0012436, 2.02096, 0.0011446400000000002
DataValue, 1.9000000000000001, 0.0001, 0, -0.0012794, 2.0387999999999997, 0.001176
DataValue, 1.92, 0.0001, 0, -0.0013084, 2.05504, 0.0012106
DataValue, 1.94, 0.0001, 0, -0.0013392, 2.0665999999999998, 0.0012454
DataValue, 1.96, 0.0001, 0, -0.0013832, 2.08872, 0.0012826
DataValue, 1.98, 0.0001, 0, -0.0014184, 2.1062, 0.0013164000000000001
DataValue, 2, 0.0001, 0, -0.0014512, 2.12332, 0.0013520000000000001
DataValue, 2.02, 0.0001, 0, -0.001489, 2.13936, 0.0013886
DataValue, 2.04, 0.0001, 0, -0.001525, 2.1551199999999997, 0.0014206
DataValue, 2.06, 0.0001, 0, -0.0015616, 2.1712, 0.001462
DataValue, 2.08, 0.0001, 0, -0.0015958, 2.1871199999999997, 0.001497
DataValue, 2.1, 0.0001, 0, -0.0016344, 2.204, 0.0015372
DataValue, 2.12, 0.0001, 0, -0.0016696, 2.2216, 0.0015702000000000001
DataValue, 2.14, 0.0001, 0, -0.00171, 2.2355, 0.0016068
DataValue, 2.16, 0.0001, 0, -0.0017412, 2.2494, 0.0016406
DataValue, 2.18, 0.0001, 0, -0.0017798, 2.2667, 0.00168
DataValue, 2.2, 0.0001, 0, -0.001814, 2.2791, 0.0017118
DataValue, 2.22, 0.0001, 0, -0.0018514, 2.2938, 0.0017474
DataValue, 2.24, 0.0001, 0, -0.0018876000000000001, 2.3089000000000004, 0.0017818
DataValue, 2.2600000000000002, 0.0001, 0, -0.0019144000000000001, 2.3209000000000004, 0.0018134
DataValue, 2.2800000000000002, 0.0001, 0, -0.001946, 2.3334, 0.0018458
DataValue, 2.3000000000000003, 0.0001, 0, -0.0019756, 2.3475, 0.0018746000000000001
DataValue, 2.32, 0.0001, 0, -0.0020048, 2.3586, 0.0019036
DataValue, 2.34, 0.0001, 0, -0.0020268, 2.3704, 0.0019240000000000002
DataValue, 2.36, 0.0001, 0, -0.00205, 2.3773000000000004, 0.0019358
DataValue, 2.38, 0.0001, 0, -0.0020626, 2.3883, 0.0019602
DataValue, 2.4, 0.0001, 0, -0.0020768, 2.3960000000000004, 0.001977
DataValue, 2.42, 0.0001, 0, -0.0020862, 2.4028, 0.0019872
DataValue, 2.44, 0.0001, 0, -0.0020952, 2.4081, 0.0019954
DataValue, 2.46, 0.0001, 0, -0.0020994, 2.4125, 0.001999
DataValue, 2.48, 0.0001, 0, -0.002103, 2.4162000000000003, 0.0020024
DataValue, 2.5, 0.0001, 0, -0.002105, 2.4205, 0.002003
DataValue, 2.52, 0.0001, 0, -0.0021060000000000002, 2.4249, 0.0020074
DataValue, 2.54, 0.0001, 0, -0.0021078, 2.4285, 0.0020066
DataValue, 2.56, 0.0001, 0, -0.0021088, 2.4324000000000003, 0.0020094
DataValue, 2.58, 0.0001, 0, -0.0021106000000000002, 2.4351000000000003, 0.0020078
DataValue, 2.6, 0.0001, 0, -0.0021098, 2.4402000000000004, 0.0020102
DataValue, 2.62, 0.0001, 0, -0.0021112, 2.443, 0.0020106
DataValue, 2.64, 0.0001, 0, -0.0021114000000000003, 2.4474, 0.0020112
DataValue, 2.66, 0.0001, 0, -0.0021112, 2.451, 0.0020108
DataValue, 2.68, 0.0001, 0, -0.0021118, 2.4558, 0.0020122
DataValue, 2.7, 0.0001, 0, -0.0021138, 2.4589000000000003, 0.0020134000000000003
DataValue, 2.72, 0.0001, 0, -0.0021126, 2.4625000000000004, 0.0020116
DataValue, 2.74, 0.0001, 0, -0.0021132, 2.4665000000000004, 0.0020128
DataValue, 2.7600000000000002, 0.0001, 0, -0.0021148, 2.4697, 0.002015
DataValue, 2.7800000000000002, 0.0001, 0, -0.0021158, 2.4737, 0.0020158
DataValue, 2.8000000000000003, 0.0001, 0, -0.0021152000000000002, 2.4772000000000003, 0.0020154
DataValue, 2.82, 0.0001, 0, -0.0021162, 2.4826, 0.0020166
DataValue, 2.84, 0.0001, 0, -0.002117, 2.4853, 0.0020164000000000002
DataValue, 2.86, 0.0001, 0, -0.002118, 2.4890000000000003, 0.0020184
DataValue, 2.88, 0.0001, 0, -0.002118, 2.4916, 0.002017
DataValue, 2.9, 0.0001, 0, -0.0021192, 2.4953000000000003, 0.002019
DataValue, 2.92, 0.0001, 0, -0.0021198000000000002, 2.5004000000000004, 0.0020198
DataValue, 2.94, 0.0001, 0, -0.0021204, 2.5028, 0.0020202
DataValue, 2.96, 0.0001, 0, -0.0021212, 2.5081, 0.0020206
DataValue, 2.98, 0.0001, 0, -0.002122, 2.5108, 0.002022
DataValue, 3, 0.0001, 0, -0.0021226, 2.5156, 0.0020252
DataValue, 3.02, 0.0001, 0, -0.0021234, 2.5204000000000004, 0.0020252
DataValue, 3.04, 0.0001, 0, -0.0021236000000000002, 2.524, 0.0020244
DataValue, 3.06, 0.0001, 0, -0.0021238, 2.5285, 0.0020236
DataValue, 3.08, 0.0001, 0, -0.0021248, 2.5331, 0.002025
DataValue, 3.1, 0.0001, 0, -0.0021256, 2.5370000000000004, 0.0020256000000000002
DataValue, 3.12, 0.0001, 0, -0.0021262, 2.5407, 0.0020272
DataValue, 3.14, 0.0001, 0, -0.0021272, 2.5450000000000004, 0.0020262
DataValue, 3.16, 0.0001, 0, -0.002127, 2.5492000000000004, 0.0020272
DataValue, 3.18, 0.0001, 0, -0.0021290000000000002, 2.5530000000000004, 0.0020298
DataValue, 3.2, 0.0001, 0, -0.0021298, 2.5568000000000004, 0.0020298
DataValue, 3.22, 0.0001, 0, -0.0021298, 2.5615, 0.0020298
DataValue, 3.24, 0.0001, 0, -0.0021316, 2.5658000000000003, 0.0020306
DataValue, 3.2600000000000002, 0.0001, 0, -0.0021328000000000002, 2.5698000000000003, 0.0020312
DataValue, 3.2800000000000002, 0.0001, 0, -0.0021326, 2.5726, 0.0020326
DataValue, 3.3000000000000003, 0.0001, 0, -0.002134, 2.5771, 0.0020326
DataValue, 3.3200000000000003, 0.0001, 0, -0.0021338, 2.5819, 0.0020334
DataValue, 3.34, 0.0001, 0, -0.002134, 2.5839000000000003, 0.0020336
DataValue, 3.36, 0.0001, 0, -0.0021344, 2.5905, 0.0020348000000000002
DataValue, 3.38, 0.0001, 0, -0.0021362, 2.5928, 0.0020362
DataValue, 3.4, 0.0001, 0, -0.0021378, 2.599, 0.002036
DataValue, 3.42, 0.0001, 0, -0.002137, 2.6008, 0.0020366
DataValue, 3.44, 0.0001, 0, -0.0021384, 2.6079000000000003, 0.0020384
DataValue, 3.46, 0.0001, 0, -0.0021408, 2.6112, 0.0020394000000000002
DataValue, 3.48, 0.0001, 0, -0.0021412000000000002, 2.617, 0.0020398
DataValue, 3.5, 0.0001, 0, -0.0021412000000000002, 2.6223, 0.00204
DataValue, 3.52, 0.0001, 0, -0.0021426, 2.6263, 0.002042
DataValue, 3.54, 0.0001, 0, -0.0021442, 2.6311, 0.0020432000000000002
DataValue, 3.56, 0.0001, 0, -0.0021448, 2.6352, 0.0020454
DataValue, 3.58, 0.0001, 0, -0.0021462, 2.6405000000000003, 0.0020456
DataValue, 3.6, 0.0001, 0, -0.002147, 2.6449000000000003, 0.0020472
DataValue, 3.62, 0.0001, 0, -0.0021484, 2.6493, 0.0020484
DataValue, 3.64, 0.0001, 0, -0.002151, 2.6532, 0.00205
DataValue, 3.66, 0.0001, 0, -0.0021504000000000002, 2.6581, 0.0020498
DataValue, 3.68, 0.0001, 0, -0.0021524, 2.6623, 0.0020524000000000002
DataValue, 3.7, 0.0001, 0, -0.0021538, 2.6666000000000003, 0.0020536
DataValue, 3.72, 0.0001, 0, -0.0021544, 2.6724, 0.0020552
DataValue, 3.74, 0.0001, 0, -0.0021566, 2.6779, 0.002056
DataValue, 3.7600000000000002, 0.0001, 0, -0.0021574, 2.6811000000000003, 0.0020566
DataValue, 3.7800000000000002, 0.0001, 0, -0.002158, 2.6860000000000004, 0.0020574
DataValue, 3.8000000000000003, 0.0001, 0, -0.0021588, 2.6922, 0.0020586
DataValue, 3.8200000000000003, 0.0001, 0, -0.0021602, 2.6954000000000002, 0.0020606
DataValue, 3.84, 0.0001, 0, -0.0021624, 2.7003000000000004, 0.0020614
DataValue, 3.86, 0.0001, 0, -0.0021632, 2.7048, 0.0020624000000000003
DataValue, 3.88, 0.0001, 0, -0.0021646, 2.7105, 0.0020636
DataValue, 3.9, 0.0001, 0, -0.0021674, 2.7147, 0.0020666
DataValue, 3.92, 0.0001, 0, -0.0021676, 2.72, 0.0020674
DataValue, 3.94, 0.0001, 0, -0.0021696000000000003, 2.7251000000000003, 0.002069
DataValue, 3.96, 0.0001, 0, -0.002173, 2.7305, 0.0020712
DataValue, 3.98, 0.0001, 0, -0.0021732, 2.7351, 0.0020734
DataValue, 4, 0.0001, 0, -0.0021748, 2.7395, 0.0020742
DataValue, 0, 0.000125, 0, 1.6368E-09, 0.24303999999999998, -0.00012494
DataValue, 0.02, 0.000125, 0, 5.024E-10, 0.26508, -0.00012496
DataValue, 0.04, 0.000125, 0, -3.7593E-09, 0.28408, -0.0001249
DataValue, 0.06, 0.000125, 0, -3.9601E-09, 0.30444, -0.00012492000000000002
DataValue, 0.08, 0.000125, 0, -2.4262E-09, 0.32476, -0.00012492000000000002
DataValue, 0.1, 0.000125, 0, -5.5317E-09, 0.33959999999999996, -0.00012498
DataValue, 0.12, 0.000125, 0, -1.4962599999999998E-08, 0.36232, -0.0001249
